  -9.655617586711E-005  -3.086969205647E-001   5.150257825563E-004   3.441117046934E-004   9.344827339889E-001  -4.105641245321E-004   5.852459657986E-005   2.515244871334E-001   7.826265567250E-004   1.364470795125E-004  -4.787569335056E-001  -5.748042305779E-004  -2.417576725838E+004   7.287812445583E+004   3.740363689836E-023   1.327300153084E-004
  -1.038164278512E-004  -3.289440141645E-001   5.789233532699E-004   3.294241044470E-004   8.874138971331E-001  -4.097476235856E-004   3.919138951674E-005   3.303817513279E-001   8.918589273638E-004   1.472699109930E-004  -4.429410124198E-001  -4.418076655313E-004  -2.650075899062E+004   7.118584237079E+004   7.157218762187E-024   1.361167737562E-004
  -1.084747938042E-004  -3.412626655604E-001   6.416293809071E-004   3.144184883533E-004   8.398262983333E-001  -4.022345443007E-004   1.812054028388E-005   4.031869177033E-001   9.777202212551E-004   1.552472842914E-004  -3.945746625183E-001  -2.903132381728E-004  -2.825440307879E+004   6.921611272341E+004   2.082080107363E-023   1.392866213320E-004
  -1.105858528648E-004  -3.459383865845E-001   7.028714012028E-004   2.995066229738E-004   7.929188799913E-001  -3.888647376646E-004  -4.266746050236E-006   4.680484328468E-001   1.037141983834E-003   1.601248582572E-004  -3.347899682905E-001  -1.244258278067E-004  -2.940784361440E+004   6.707266353037E+004   1.089764652711E-023   1.422571728450E-004
  -1.103043502369E-004  -3.434232272687E-001   7.614603847579E-004   2.850518282522E-004   7.477938658619E-001  -3.697148622326E-004  -2.749779032702E-005   5.232463718474E-001   1.067854695866E-003   1.617021364156E-004  -2.649726793428E-001   5.122576000244E-005  -2.995030414285E+004   6.486003691420E+004  -1.403634710076E-023   1.450453944144E-004
  -1.078041505665E-004  -3.343365578669E-001   8.165618566443E-004   2.713813871137E-004   7.054560092898E-001  -3.453034017314E-004  -5.107574527853E-005   5.673470918621E-001   1.068852222663E-003   1.598659628450E-004  -1.867759831668E-001   2.314049971339E-004  -2.989233267807E+004   6.268416920449E+004  -2.291232187721E-023   1.476740686941E-004
  -1.033183738937E-004  -3.193934563354E-001   8.674552741221E-004   2.588077567077E-004   6.667721051684E-001  -3.163981502732E-004  -7.449488459350E-005   5.991439516018E-001   1.039496342089E-003   1.545726283041E-004  -1.020384124934E-001   4.114761363167E-004  -2.925646390374E+004   6.064579529688E+004   1.142637604943E-023   1.501593644726E-004
  -9.711431256061E-005  -2.994474909911E-001   9.136301106806E-004   2.475412228811E-004   6.324445315152E-001  -2.835208647542E-004  -9.724081517553E-005   6.177891237792E-001   9.802865161041E-004   1.458154813071E-004  -1.275080868408E-002   5.860664522826E-004  -2.808786793561E+004   5.883544306048E+004   2.620954075734E-024   1.525237635062E-004
  -8.948024928454E-005  -2.754002288552E-001   9.542852564582E-004   2.377982639447E-004   6.030460868718E-001  -2.478221706023E-004  -1.187992863607E-004   6.227205733258E-001   8.923977051655E-004   1.337433628885E-004   7.898562885654E-002   7.504870856659E-004  -2.644128551876E+004   5.733920619664E+004  -1.566824775461E-023   1.547836818203E-004
  -8.072859005076E-005  -2.482170778636E-001   9.894258188225E-004   2.297237990575E-004   5.789469129644E-001  -2.099266901092E-004  -1.386797087216E-004   6.137506300583E-001   7.780002947765E-004   1.185258665162E-004   1.710243755885E-001   8.999462689783E-004  -2.438687174516E+004   5.622420704996E+004   2.444396630622E-023   1.569594238638E-004
  -7.114596191412E-005  -2.188724930041E-001   1.018783432486E-003   2.233855417128E-004   5.603743512896E-001  -1.709189075432E-004  -1.564203791357E-004   5.910000796003E-001   6.396636610718E-004   1.004269378851E-004   2.612186147116E-001   1.030452631998E-003  -2.200281039121E+004   5.554818880262E+004   1.454701008234E-023   1.590658493501E-004
  -6.107768137282E-005  -1.883463132018E-001   1.042294057670E-003   2.188078322185E-004   5.473864113439E-001  -1.316478528356E-004  -1.716157846662E-004   5.549499059309E-001   4.811670310743E-004   7.978396332399E-005   3.474810458951E-001   1.138162878818E-003  -1.937727929744E+004   5.535266941966E+004  -7.732308234033E-024   1.611195721842E-004
  -5.081207523937E-005  -1.575605030791E-001   1.060287961133E-003   2.159991781637E-004   5.398775285664E-001  -9.308774170788E-005  -1.838841818760E-004   5.063842099032E-001   3.059825328016E-004   5.696108684876E-005   4.278523800881E-001   1.220283094950E-003  -1.659823625040E+004   5.566155695061E+004   1.666000262152E-023   1.631327131455E-004
  -4.062810825955E-005  -1.273888804363E-001   1.072918502769E-003   2.148891204132E-004   5.376000248645E-001  -5.610485945678E-005  -1.929630863871E-004   4.463779186963E-001   1.186596180159E-004   3.242668281316E-005   5.005284023779E-001   1.274385210358E-003  -1.375711422335E+004   5.648268975631E+004  -3.366813331618E-024   1.651163901712E-004
  -3.079238645723E-005  -9.863799273828E-002   1.080625664388E-003   2.153535164385E-004   5.401740964706E-001  -2.144966598269E-005  -1.986077912570E-004   3.762863621276E-001  -7.602133218273E-005   6.642726107741E-006   5.639110499248E-001   1.299006640939E-003  -1.094652340484E+004   5.780688967500E+004  -1.142162000096E-023   1.670824117943E-004
  -2.153721475988E-005  -7.198466212860E-002   1.084032645705E-003   2.172584920589E-004   5.471287835456E-001   1.016869689519E-005  -2.006642419352E-004   2.976464525866E-001  -2.734855735350E-004  -1.987731049009E-005   6.166599037740E-001   1.293304496884E-003  -8.247899429610E+003   5.961345192586E+004  -1.849129828829E-023   1.690358103088E-004
  -1.305725502244E-005  -4.802156359612E-002   1.083840395391E-003   2.204319064912E-004   5.578853938681E-001   3.820733760545E-005  -1.990626702311E-004   2.121939868347E-001  -4.689545677427E-004  -4.662222069735E-005   6.576930417661E-001   1.257330610491E-003  -5.741436688899E+003   6.186344464655E+004  -6.056160547946E-025   1.709831949237E-004
  -5.505246316345E-006  -2.720022699695E-002   1.080618980505E-003   2.246756825213E-004   5.718163846816E-001   6.231722117515E-005  -1.938259213558E-004   1.217563421645E-001  -6.573347436625E-004  -7.305877248067E-005   6.862417176826E-001   1.192142231721E-003  -3.493527924198E+003   6.450922835133E+004   7.103432852943E-024   1.729281671113E-004
